air_store_id,visit_date,visitors
air_ba937bf13d40fb24,2016-11-09,27
air_ba937bf13d40fb24,2016-11-10,7
air_ba937bf13d40fb24,2016-11-11,33
air_ba937bf13d40fb24,2016-11-12,34
air_ba937bf13d40fb24,2016-11-14,2
air_ba937bf13d40fb24,2016-11-15,24
air_ba937bf13d40fb24,2016-11-16,8
air_ba937bf13d40fb24,2016-11-17,14
air_ba937bf13d40fb24,2016-11-18,46
air_ba937bf13d40fb24,2016-11-19,38
air_ba937bf13d40fb24,2016-11-21,10
air_ba937bf13d40fb24,2016-11-22,35
air_ba937bf13d40fb24,2016-11-23,8
air_ba937bf13d40fb24,2016-11-24,8
air_ba937bf13d40fb24,2016-11-25,26
air_ba937bf13d40fb24,2016-11-26,32
air_ba937bf13d40fb24,2016-11-28,12
air_ba937bf13d40fb24,2016-11-29,19
air_ba937bf13d40fb24,2016-11-30,15
air_ba937bf13d40fb24,2016-12-01,22
air_ba937bf13d40fb24,2016-12-02,28
air_ba937bf13d40fb24,2016-12-03,36
air_ba937bf13d40fb24,2016-12-04,8
air_ba937bf13d40fb24,2016-12-05,16
air_ba937bf13d40fb24,2016-12-06,5
air_ba937bf13d40fb24,2016-12-07,26
air_ba937bf13d40fb24,2016-12-08,19
air_ba937bf13d40fb24,2016-12-09,40
air_ba937bf13d40fb24,2016-12-10,11
air_ba937bf13d40fb24,2016-12-12,12
air_ba937bf13d40fb24,2016-12-13,31
air_ba937bf13d40fb24,2016-12-14,22
air_ba937bf13d40fb24,2016-12-15,11
air_ba937bf13d40fb24,2016-12-16,46
air_ba937bf13d40fb24,2016-12-17,31
air_ba937bf13d40fb24,2016-12-19,7
air_ba937bf13d40fb24,2016-12-20,23
air_ba937bf13d40fb24,2016-12-21,27
air_ba937bf13d40fb24,2016-12-22,32
air_ba937bf13d40fb24,2016-12-23,4
air_ba937bf13d40fb24,2016-12-24,11
air_ba937bf13d40fb24,2016-12-26,15
air_ba937bf13d40fb24,2016-12-27,16
air_ba937bf13d40fb24,2016-12-28,26
air_ba937bf13d40fb24,2016-12-29,54
air_ba937bf13d40fb24,2017-01-05,11
air_ba937bf13d40fb24,2017-01-06,21
air_ba937bf13d40fb24,2017-01-07,16
air_ba937bf13d40fb24,2017-01-10,16
air_ba937bf13d40fb24,2017-01-11,12
air_ba937bf13d40fb24,2017-01-12,10
air_ba937bf13d40fb24,2017-01-13,25
air_ba937bf13d40fb24,2017-01-14,28
air_ba937bf13d40fb24,2017-01-16,5
air_ba937bf13d40fb24,2017-01-17,21
air_ba937bf13d40fb24,2017-01-18,24
air_ba937bf13d40fb24,2017-01-19,17
air_ba937bf13d40fb24,2017-01-20,24
air_ba937bf13d40fb24,2017-01-21,38
air_ba937bf13d40fb24,2017-01-22,2
air_ba937bf13d40fb24,2017-01-23,11
air_ba937bf13d40fb24,2017-01-24,8
air_ba937bf13d40fb24,2017-01-25,25
air_ba937bf13d40fb24,2017-01-26,15
air_ba937bf13d40fb24,2017-01-27,37
air_ba937bf13d40fb24,2017-01-28,23
air_ba937bf13d40fb24,2017-01-29,1
air_ba937bf13d40fb24,2017-01-30,4
air_ba937bf13d40fb24,2017-01-31,12
air_ba937bf13d40fb24,2017-02-01,10
air_ba937bf13d40fb24,2017-02-02,19
air_ba937bf13d40fb24,2017-02-03,54
air_ba937bf13d40fb24,2017-02-04,30
air_ba937bf13d40fb24,2017-02-05,3
air_ba937bf13d40fb24,2017-02-06,11
air_ba937bf13d40fb24,2017-02-07,8
air_ba937bf13d40fb24,2017-02-08,22
air_ba937bf13d40fb24,2017-02-09,23
air_ba937bf13d40fb24,2017-02-10,25
air_ba937bf13d40fb24,2017-02-11,23
air_ba937bf13d40fb24,2017-02-13,20
air_ba937bf13d40fb24,2017-02-14,17
air_ba937bf13d40fb24,2017-02-15,15
air_ba937bf13d40fb24,2017-02-16,16
air_ba937bf13d40fb24,2017-02-17,39
air_ba937bf13d40fb24,2017-02-18,22
air_ba937bf13d40fb24,2017-02-19,3
air_ba937bf13d40fb24,2017-02-20,7
air_ba937bf13d40fb24,2017-02-21,14
air_ba937bf13d40fb24,2017-02-22,25
air_ba937bf13d40fb24,2017-02-23,11
air_ba937bf13d40fb24,2017-02-24,40
air_ba937bf13d40fb24,2017-02-25,27
air_ba937bf13d40fb24,2017-02-27,8
air_ba937bf13d40fb24,2017-02-28,11
air_ba937bf13d40fb24,2017-03-01,18
air_ba937bf13d40fb24,2017-03-02,8
air_ba937bf13d40fb24,2017-03-03,19
air_ba937bf13d40fb24,2017-03-04,42
air_ba937bf13d40fb24,2017-03-06,17
air_ba937bf13d40fb24,2017-03-07,5
air_ba937bf13d40fb24,2017-03-08,17
air_ba937bf13d40fb24,2017-03-09,10
air_ba937bf13d40fb24,2017-03-10,41
air_ba937bf13d40fb24,2017-03-11,26
air_ba937bf13d40fb24,2017-03-12,11
air_ba937bf13d40fb24,2017-03-13,7
air_ba937bf13d40fb24,2017-03-14,7
air_ba937bf13d40fb24,2017-03-15,21
air_ba937bf13d40fb24,2017-03-16,12
air_ba937bf13d40fb24,2017-03-17,35
air_ba937bf13d40fb24,2017-03-18,7
air_ba937bf13d40fb24,2017-03-19,1
air_ba937bf13d40fb24,2017-03-21,9
air_ba937bf13d40fb24,2017-03-22,27
air_ba937bf13d40fb24,2017-03-23,16
air_ba937bf13d40fb24,2017-03-24,27
air_ba937bf13d40fb24,2017-03-25,20
air_ba937bf13d40fb24,2017-03-27,6
air_ba937bf13d40fb24,2017-03-28,18
air_ba937bf13d40fb24,2017-03-29,20
air_ba937bf13d40fb24,2017-03-30,20
air_ba937bf13d40fb24,2017-03-31,31
air_ba937bf13d40fb24,2017-04-01,32
air_ba937bf13d40fb24,2017-04-02,4
air_ba937bf13d40fb24,2017-04-03,4
air_ba937bf13d40fb24,2017-04-04,32
air_ba937bf13d40fb24,2017-04-05,19
air_ba937bf13d40fb24,2017-04-06,12
air_ba937bf13d40fb24,2017-04-07,46
air_ba937bf13d40fb24,2017-04-08,25
air_ba937bf13d40fb24,2017-04-10,3
air_ba937bf13d40fb24,2017-04-11,9
air_ba937bf13d40fb24,2017-04-12,7
air_ba937bf13d40fb24,2017-04-13,17
air_ba937bf13d40fb24,2017-04-14,27
air_ba937bf13d40fb24,2017-04-15,16
air_ba937bf13d40fb24,2017-04-16,1
air_ba937bf13d40fb24,2017-04-17,10
air_ba937bf13d40fb24,2017-04-18,11
air_ba937bf13d40fb24,2017-04-19,11
air_ba937bf13d40fb24,2017-04-20,14
air_ba937bf13d40fb24,2017-04-21,40
air_ba937bf13d40fb24,2017-04-22,23
air_25e9888d30b386df,2016-01-05,12
air_25e9888d30b386df,2016-01-06,28
air_25e9888d30b386df,2016-01-07,6
air_25e9888d30b386df,2016-01-08,8
air_25e9888d30b386df,2016-01-09,13
air_25e9888d30b386df,2016-01-10,14
air_25e9888d30b386df,2016-01-11,2
air_25e9888d30b386df,2016-01-13,21
air_25e9888d30b386df,2016-01-14,8
air_25e9888d30b386df,2016-01-15,21
air_25e9888d30b386df,2016-01-16,17
air_25e9888d30b386df,2016-01-17,1
air_25e9888d30b386df,2016-01-19,15
air_25e9888d30b386df,2016-01-20,11
air_25e9888d30b386df,2016-01-21,25
air_25e9888d30b386df,2016-01-22,45
air_25e9888d30b386df,2016-01-23,16
air_25e9888d30b386df,2016-01-24,4
air_25e9888d30b386df,2016-01-26,3
air_25e9888d30b386df,2016-01-27,10
air_25e9888d30b386df,2016-01-28,11
air_25e9888d30b386df,2016-01-29,50
air_25e9888d30b386df,2016-01-30,12
air_25e9888d30b386df,2016-02-02,6
air_25e9888d30b386df,2016-02-03,10
air_25e9888d30b386df,2016-02-04,3
air_25e9888d30b386df,2016-02-05,13
air_25e9888d30b386df,2016-02-06,5
air_25e9888d30b386df,2016-02-07,2
air_25e9888d30b386df,2016-02-09,6
air_25e9888d30b386df,2016-02-10,21
air_25e9888d30b386df,2016-02-11,6
air_25e9888d30b386df,2016-02-12,15
air_25e9888d30b386df,2016-02-13,3
air_25e9888d30b386df,2016-02-14,19
air_25e9888d30b386df,2016-02-16,8
air_25e9888d30b386df,2016-02-17,8
air_25e9888d30b386df,2016-02-18,22
air_25e9888d30b386df,2016-02-19,27
air_25e9888d30b386df,2016-02-20,22
air_25e9888d30b386df,2016-02-21,3
air_25e9888d30b386df,2016-02-23,18
air_25e9888d30b386df,2016-02-24,8
air_25e9888d30b386df,2016-02-25,10
air_25e9888d30b386df,2016-02-26,33
air_25e9888d30b386df,2016-02-27,16
air_25e9888d30b386df,2016-03-02,21
air_25e9888d30b386df,2016-03-03,1
air_25e9888d30b386df,2016-03-04,32
air_25e9888d30b386df,2016-03-05,27
air_25e9888d30b386df,2016-03-06,2
air_25e9888d30b386df,2016-03-08,22
air_25e9888d30b386df,2016-03-09,14
air_25e9888d30b386df,2016-03-10,9
air_25e9888d30b386df,2016-03-11,9
air_25e9888d30b386df,2016-03-12,19
air_25e9888d30b386df,2016-03-13,3
air_25e9888d30b386df,2016-03-16,1
air_25e9888d30b386df,2016-03-17,8
air_25e9888d30b386df,2016-03-18,20
air_25e9888d30b386df,2016-03-19,9
air_25e9888d30b386df,2016-03-20,22
air_25e9888d30b386df,2016-03-22,2
air_25e9888d30b386df,2016-03-23,14
air_25e9888d30b386df,2016-03-24,1
air_25e9888d30b386df,2016-03-25,1
air_25e9888d30b386df,2016-03-26,5
air_25e9888d30b386df,2016-03-27,1
air_25e9888d30b386df,2016-03-30,13
air_25e9888d30b386df,2016-03-31,3
air_25e9888d30b386df,2016-04-01,29
air_25e9888d30b386df,2016-04-02,6
air_25e9888d30b386df,2016-04-05,5
air_25e9888d30b386df,2016-04-06,16
air_25e9888d30b386df,2016-04-08,17
air_25e9888d30b386df,2016-04-09,17
air_25e9888d30b386df,2016-04-10,5
air_25e9888d30b386df,2016-04-12,16
air_25e9888d30b386df,2016-04-13,3
air_25e9888d30b386df,2016-04-14,9
air_25e9888d30b386df,2016-04-15,26
air_25e9888d30b386df,2016-04-16,1
air_25e9888d30b386df,2016-04-17,6
air_25e9888d30b386df,2016-04-19,12
air_25e9888d30b386df,2016-04-21,5
air_25e9888d30b386df,2016-04-23,6
air_25e9888d30b386df,2016-04-26,6
air_25e9888d30b386df,2016-04-27,5
air_25e9888d30b386df,2016-04-28,20
air_25e9888d30b386df,2016-04-29,21
air_25e9888d30b386df,2016-04-30,33
air_25e9888d30b386df,2016-05-01,1
air_25e9888d30b386df,2016-05-03,18
air_25e9888d30b386df,2016-05-04,15
air_25e9888d30b386df,2016-05-05,1
air_25e9888d30b386df,2016-05-06,24
air_25e9888d30b386df,2016-05-07,1
air_25e9888d30b386df,2016-05-08,4
air_25e9888d30b386df,2016-05-10,6
air_25e9888d30b386df,2016-05-11,4
air_25e9888d30b386df,2016-05-12,8
air_25e9888d30b386df,2016-05-14,4
air_25e9888d30b386df,2016-05-15,4
air_25e9888d30b386df,2016-05-17,6
air_25e9888d30b386df,2016-05-18,11
air_25e9888d30b386df,2016-05-19,3
air_25e9888d30b386df,2016-05-20,21
air_25e9888d30b386df,2016-05-21,1
air_25e9888d30b386df,2016-05-22,6
air_25e9888d30b386df,2016-05-24,2
air_25e9888d30b386df,2016-05-26,7
air_25e9888d30b386df,2016-05-27,7
air_25e9888d30b386df,2016-05-28,1
air_25e9888d30b386df,2016-05-31,2
air_25e9888d30b386df,2016-06-01,4
air_25e9888d30b386df,2016-06-02,2
air_25e9888d30b386df,2016-06-03,9
air_25e9888d30b386df,2016-06-04,3
air_25e9888d30b386df,2016-06-05,1
air_25e9888d30b386df,2016-06-09,2
air_25e9888d30b386df,2016-06-10,12
air_25e9888d30b386df,2016-06-11,3
air_25e9888d30b386df,2016-06-12,5
air_25e9888d30b386df,2016-06-14,3
air_25e9888d30b386df,2016-06-15,9
air_25e9888d30b386df,2016-06-17,14
air_25e9888d30b386df,2016-06-18,5
air_25e9888d30b386df,2016-06-19,1
air_25e9888d30b386df,2016-06-21,1
air_25e9888d30b386df,2016-06-22,2
air_25e9888d30b386df,2016-06-24,2
air_25e9888d30b386df,2016-06-25,8
air_25e9888d30b386df,2016-06-26,1
air_25e9888d30b386df,2016-06-28,2
air_25e9888d30b386df,2016-06-29,7
air_25e9888d30b386df,2016-06-30,1
air_25e9888d30b386df,2016-07-01,13
air_25e9888d30b386df,2016-07-02,13
air_25e9888d30b386df,2016-07-03,4
air_25e9888d30b386df,2016-07-05,7
air_25e9888d30b386df,2016-07-06,4
air_25e9888d30b386df,2016-07-07,5
air_25e9888d30b386df,2016-07-08,5
air_25e9888d30b386df,2016-07-09,5
air_25e9888d30b386df,2016-07-10,2
air_25e9888d30b386df,2016-07-12,5
air_25e9888d30b386df,2016-07-13,6
air_25e9888d30b386df,2016-07-15,6
air_25e9888d30b386df,2016-07-16,1
air_25e9888d30b386df,2016-07-17,3
air_25e9888d30b386df,2016-07-19,4
air_25e9888d30b386df,2016-07-20,4
air_25e9888d30b386df,2016-07-21,5
air_25e9888d30b386df,2016-07-22,2
air_25e9888d30b386df,2016-07-23,3
air_25e9888d30b386df,2016-07-24,3
air_25e9888d30b386df,2016-07-26,3
air_25e9888d30b386df,2016-07-27,1
air_25e9888d30b386df,2016-07-29,9
air_25e9888d30b386df,2016-07-30,4
air_25e9888d30b386df,2016-07-31,1
air_25e9888d30b386df,2016-08-03,2
air_25e9888d30b386df,2016-08-04,2
air_25e9888d30b386df,2016-08-05,1
air_25e9888d30b386df,2016-08-06,5
air_25e9888d30b386df,2016-08-07,1
air_25e9888d30b386df,2016-08-10,5
air_25e9888d30b386df,2016-08-12,7
air_25e9888d30b386df,2016-08-13,8
air_25e9888d30b386df,2016-08-17,3
air_25e9888d30b386df,2016-08-18,1
air_25e9888d30b386df,2016-08-19,7
air_25e9888d30b386df,2016-08-20,7
air_25e9888d30b386df,2016-08-21,3
air_25e9888d30b386df,2016-08-23,1
air_25e9888d30b386df,2016-08-24,4
air_25e9888d30b386df,2016-08-25,1
air_25e9888d30b386df,2016-08-26,10
air_25e9888d30b386df,2016-08-27,5
air_25e9888d30b386df,2016-08-30,1
air_25e9888d30b386df,2016-09-01,10
air_25e9888d30b386df,2016-09-02,14
air_25e9888d30b386df,2016-09-03,2
air_25e9888d30b386df,2016-09-04,1
air_25e9888d30b386df,2016-09-07,4
air_25e9888d30b386df,2016-09-09,1
air_25e9888d30b386df,2016-09-10,9
air_25e9888d30b386df,2016-09-13,5
air_25e9888d30b386df,2016-09-14,1
air_25e9888d30b386df,2016-09-15,2
air_25e9888d30b386df,2016-09-16,4
air_25e9888d30b386df,2016-09-17,8
air_25e9888d30b386df,2016-09-18,2
air_25e9888d30b386df,2016-09-20,1
air_25e9888d30b386df,2016-09-22,1
air_25e9888d30b386df,2016-09-23,9
air_25e9888d30b386df,2016-09-29,5
air_25e9888d30b386df,2016-09-30,12
air_25e9888d30b386df,2016-10-01,3
air_25e9888d30b386df,2016-10-02,2
air_25e9888d30b386df,2016-10-04,4
air_25e9888d30b386df,2016-10-06,4
air_25e9888d30b386df,2016-10-07,8
air_25e9888d30b386df,2016-10-08,1
air_25e9888d30b386df,2016-10-09,1
air_25e9888d30b386df,2016-10-11,6
air_25e9888d30b386df,2016-10-12,6
air_25e9888d30b386df,2016-10-15,2
air_25e9888d30b386df,2016-10-16,2
air_25e9888d30b386df,2016-10-18,1
air_25e9888d30b386df,2016-10-19,3
air_25e9888d30b386df,2016-10-21,2
air_25e9888d30b386df,2016-10-22,7
air_25e9888d30b386df,2016-10-23,5
air_25e9888d30b386df,2016-10-25,3
air_25e9888d30b386df,2016-10-26,1
air_25e9888d30b386df,2016-10-27,6
air_25e9888d30b386df,2016-10-28,4
air_25e9888d30b386df,2016-10-29,1
air_25e9888d30b386df,2016-10-30,2
air_25e9888d30b386df,2016-11-01,2
air_25e9888d30b386df,2016-11-02,9
air_25e9888d30b386df,2016-11-04,10
air_25e9888d30b386df,2016-11-05,1
air_25e9888d30b386df,2016-11-08,5
air_25e9888d30b386df,2016-11-10,6
air_25e9888d30b386df,2016-11-11,3
air_25e9888d30b386df,2016-11-12,2
air_25e9888d30b386df,2016-11-15,4
air_25e9888d30b386df,2016-11-16,4
air_25e9888d30b386df,2016-11-18,8
air_25e9888d30b386df,2016-11-19,1
air_25e9888d30b386df,2016-11-20,4
air_25e9888d30b386df,2016-11-22,9
air_25e9888d30b386df,2016-11-25,5
air_25e9888d30b386df,2016-11-27,2
air_25e9888d30b386df,2016-11-29,1
